Class	Text
Non-Habitat	The flight period is primarily from November to March. 
Non-Habitat	"This insect is recorded only during the month of April in Seychelles. Migration of this insect over the sea was observed on Mauritius during March 1996, with specimens arriving from the direction of Madagascar."
Non-Habitat	"This butterfly is seen all year round, but most common from November to January. It is most active in early morning. "
Non-Habitat	So far this species has only been recorded on Astove on 8 March 1967.
Non-Habitat	"Males are regularly seen feeding on flowers, especially in the morning. "
Non-Habitat	There is a wet season and dry season form of this butterfly. This butterfly is generally on the wing during the NW Monsoon period. 
Non-Habitat	"This butterfly flies throughout the year, but it is more abundant in January, April, and May. "
Non-Habitat	At least one generation completed annually in most years; the flight period and timing of adult emergence varies seasonally and usually lasts for only a few months; in some years adults may be abundant early in the wet season.
Non-Habitat	"Probably only one generation completed annually in most years; the flight period varies seasonally but usually lasts for only a few weeks during the wet season, with most adults emerging after the first substantial pre-monsoon rains."
Non-Habitat	"Two generations completed annually near Sydney; usually only one generation in the highlands of se. Aust. and Tasmania, with adults emerging in Nov and Dec, followed by a partial second generation in Feb and Mar."
Non-Habitat	Two or more generations completed annually. 
Non-Habitat	"This butterfly flies throughout the year, but is more abundant from September to March. It appears to be most active between 10h00 and 14h00. "
Non-Habitat	"This subspecies is generally on the wing during the NW Monsoon period, and it most commonly seen between January and April. "
Non-Habitat	From chart: approx. May-July
Non-Habitat	Several generations completed annually. 
Non-Habitat	Several generations completed annually. 
Non-Habitat	"Several generations completed annually, with adults occurring mainly during the wet season; they are more seasonal in the lower rainfall areas. "
Non-Habitat	May-Early July
Non-Habitat	"Many species are crepuscular and can sometimes be found in matingswarms at dusk.  They are rarely attracted to lights, but the introduced LupulinaGhost Moth is an exception."
Non-Habitat	May-Early August
Non-Habitat	June-August
Non-Habitat	June-August
Non-Habitat	June-early August
Non-Habitat	Late June-August
Non-Habitat	late April-June
Non-Habitat	Adults are mostly nocturnal and will come to lights in small numbers.
Non-Habitat	late April-June
Non-Habitat	Late May-June
Non-Habitat	 Also nocturnal and will come to lights in small numbers.
Non-Habitat	Late May-Early June
Non-Habitat	April - Early October; two generations;  The species produces twogenerations and Is on the wing in early summer andagain toward early fall.
Non-Habitat	Late April - August; two generations
Non-Habitat	May - September; multiple generations
Non-Habitat	April - September; two generations;  Larvae fromsecond brood overwinter in individual leaf shelters.
Non-Habitat	April - September; two generations
Non-Habitat	April - Early October; two or more generations
Non-Habitat	"May - September; two to three generations;  Once fully mature, the larvaefrom the late season generation overwinter among theleaf Utter until the following spring."
Non-Habitat	April - October; two or three generations;  Larvae from the lastgeneration overwinter and complete development inthe spring.
Non-Habitat	May - October; two generations
Non-Habitat	May - July; single generation;  Larvae overwinter and complete development the following spring.;  This small woodland skipper has a singleearly summer flight.
Non-Habitat	Early March - June; single generation;  Larvae construct individual leaf sheltersand overwinter inside.
Non-Habitat	May - October; two generations
Non-Habitat	"April - Early July; single generation;  On the wing in late spring or earlysummer, it has but one generation each year.;  The fully grown larvae overwinter in a similar shelter at the base of the host grass clump and pupate thefollowing spring."
Non-Habitat	"April - Early July; single generation; The fully grown larvae overwinter in a similar shelter at the base of the host grass clump and pupate thefollowing spring; . On the wing in late spring or earlysummer, it has but one generation each year"
Non-Habitat	Juny - August; two generations
Non-Habitat	Late April - Early October; two generations
Non-Habitat	April - October; two generations
Non-Habitat	August - November; multiple generations
Non-Habitat	"Late August - October; single generation;  A late season species, it produces asingle generation each year that emerges in mid tolate August and continues flying well into September."
Non-Habitat	Late May - Early November; multiple generations
Non-Habitat	April - September; two to three generations
Non-Habitat	March - June; single generation
Non-Habitat	Late April - October; two to three generations; Larvae from last generation overwinter in individual leaf shelters
Non-Habitat	Mid April - Early October; two generations
Non-Habitat	August - November; multiple generations
Non-Habitat	March - Early November; multiple generations
Non-Habitat	April - May; single spring generation
Non-Habitat	July - November; multiple generations
Non-Habitat	June - August; two generations
Non-Habitat	Late April - October; multiple generations
Non-Habitat	"April - Late November; multiple generations, overwinters as adult"
Non-Habitat	July - September; two generations; Larvae overwinter
Non-Habitat	"June - August; two generations;  Unlike most butterflies, the adults areactive even on overcast days and often fly late into theevening."
Non-Habitat	May - October; multiple generations
Non-Habitat	July - October; single generation
Non-Habitat	"March - October; multiple generations; Unlike most butterflies, adults are oftenactive on overcast days and fly until dusk."
Non-Habitat	May - October; multiple generations;  The developing larvae remain together and feed communallythrough the first three instars before becoming moresolitary.
Non-Habitat	March - Early May; single generation;  The butterfly is particularly active in late afternoon or early evening. 
Non-Habitat	May - September; two generations; 
Non-Habitat	Late June - Mid November; single generation
Non-Habitat	March - Late October; multiple generations
Non-Habitat	Late April - October; multiple generations; The butterfly may be encountered year-round incoastal South Carolina and along the Gulf Coast fromTexas to Florida.
Non-Habitat	April - Late September; multiple generations
Non-Habitat	April - October; multiple generations
Non-Habitat	"May - July; single generation;  Univoltine (only one brood per year)over its entire range, the tiny white eggs overwinterand hatch the following spring."
Non-Habitat	May - October; multiple generations;  The larvae are gregariouswhen young but become solitary towards maturity.
Non-Habitat	May - November; multiple generations
Non-Habitat	"Late April - November; multiple generations;  It regularly expands itsrange each summer, establishing temporary breedingcolonies throughout the southeast from Maryland toTexas."
Non-Habitat	April - September; two or more generations
Non-Habitat	March - September; multiple generations
Non-Habitat	May - October; two generations
Non-Habitat	April - October; two generations
Non-Habitat	May - September; multiple generations;  Lateinstar larvae overwinter.
Non-Habitat	April - November; multiple generations
Non-Habitat	Late April - October; two generations;They [larvae] overwinter partially grown and complete development the following spring
Non-Habitat	"May-July; single generation; Producing only one generation each year, the adultsare on the wing in late spring and early summer."
Non-Habitat	May - October; two generations
Non-Habitat	"March - Early November; multiple generations;  It is an opportunistic breeder, continuallyproducing new generations as long as favorable conditions allow."
Non-Habitat	April - Late September; two generations
Non-Habitat	May - July; single generation;  Larvae overwinter and complete development the following spring.;  This small woodland skipper has a singleearly summer flight.
Non-Habitat	Late May - Early August; single generation; Later instar larvae overwinter.
Non-Habitat	May - October; two generations
Non-Habitat	May - Early October; two generations; Larvae overwinter. 
Non-Habitat	June - September; two generations;  Later stage larvae overwinter.
Non-Habitat	April - October; two generations
Non-Habitat	May - October; two generations;  Later instar larvae overwinter.
Non-Habitat	May - October; two generations;  Larvaeoverwinter. 
Non-Habitat	"Late March - Late November; multiple generations; Late-season adults overwinterin reproductive diapause;  The Sleepy Orange isa frequent garden visitor, and is most abundant in latesummer and fall. "
Non-Habitat	May - September; multiple generations
Non-Habitat	June - August; single generation
Non-Habitat	May - Late September; two generations
Non-Habitat	Late May - September; two generations
Non-Habitat	Late April - October; multiple generations
Non-Habitat	April - November; multiple generations
Non-Habitat	May - November; multiple generations
Non-Habitat	April - Early November; multiple generations
Non-Habitat	March - November; multiple generations
Non-Habitat	"Year round; single generation; Green Comma overwinters as an adult, hibernating inlog piles, tree hollows or even within manmade structures, As a result, the adults are long-lived and maysurvive for many months."
Non-Habitat	"Year round; two generations; : The Eastern Comma survives the winter asan adult, hibernating in log piles, tree hollows or evenwithin manmade structures. Once warm weatherreturns, they become active and reproduce, with theresulting generation flying in early summer."
Non-Habitat	Year round; two generations
Non-Habitat	April - November; two generations
Non-Habitat	Year round; two generations
Non-Habitat	"March - November; multiple generations;  In mild years, it might survive thewinter along extreme southern coastal portions ofSouth Carolina, but is typically a seasonal colonist.;  It is oneof several migratory species in the Southeast. Duringthe fall, adults migrate southward in large numbersand overwinter in southern portions of Florida."
Non-Habitat	April - October; multiple generations
Non-Habitat	June - September; single generation; Young larvae overwinter andcomplete development the following spring.
Non-Habitat	Late April - October; multiple generations
Non-Habitat	"June - September; single generations;  Thebutterfly has a single, protracted summer flight withmales typically emerging several weeks beforefemales. Although females may be on the wing inearly July, they do not begin laying eggs until later andoften fly until late September. Young larvae overwinterand complete development the following spring."
Non-Habitat	No information; single generation; Young larvae overwinter and complete development the following spring.
Non-Habitat	April - October; multiple generations; Its annual fall mass migration is one of thegreatest natural events undertaken by any organismon Earth. 
Non-Habitat	"June - September; single generation;  As with other fritillaries, males typicallyemerge several weeks before females. Young larvaeoverwinter and complete development the followingspring."
Non-Habitat	April - October; multiple generations
Non-Habitat	April - Early June; single generation
Non-Habitat	Late February - October; multiple generations
Non-Habitat	April - September; two or three generations
Non-Habitat	April - August; two generations
Non-Habitat	March - September; multiple generations
Non-Habitat	Univoltine; from mid - late May to late June (beginning July); records of a second brood need confirmation.
Non-Habitat	Bivoltine. Late April to mid June and early July to September
Non-Habitat	Univoltine or bivoltine. June - August
Non-Habitat	Univoltine. June (late May) - August. Probably bivoltine in lowland and southern part.
Non-Habitat	Univoltine. Mid May - early August.
Non-Habitat	June (late May) - July (August) according to altitude and locality. Univoltine.
Non-Habitat	Mid May - July. Univoltine.
Non-Habitat	May - June. Univoltine. Apparent second brood at lowland and southern parts in July - August. 
Non-Habitat	Univoltine. From late May - mid June to July - early August
Non-Habitat	Univoltine. Late May - July.
Non-Habitat	As nominate subspecies [Univoltine. Late May - July]
Non-Habitat	"Most of the Hesperiidae species are diurnal but species of certain genera, such as Zophopetes, Artitropa and Moltena fly more or less exclusively at dusk or dawn. "
Non-Habitat	This genus flies more or less exclusively at dusk or dawn.
Non-Habitat	This genus flies more or less exclusively at dusk or dawn. 
Non-Habitat	This genus flies more or less exclusively at dusk or dawn.
Non-Habitat	"Mt Diablo, July (Jamaica), Mt Isabella, June (Dominican Republic)"
Non-Habitat	"[male] Portsmouth, Dominica. October"
Non-Habitat	[male] Grand Cayman. July. 
Non-Habitat	"[male] Puerto Plata, Dominican Republic. June."
Non-Habitat	[male] Grand Cayman. June.
Non-Habitat	"[female] Mt Isabella, Dominican Republic, 1000 ft. June. "
Non-Habitat	"[female] Gordon Town, Jamaica. February."
Non-Habitat	"[male] El Yunque, Porto Rico. July."
Non-Habitat	Habitat and life history unknown. 
Non-Habitat	"Several generations completed annually, with adults generally more abundant during the wet season. Adult emergence is very seasonal in Queensland, and depends on the timing of first significant rainfall at the end of the dry season; in some years adults are absent."
Non-Habitat	"Several generations completed annually, with adults apparently more abundant during the wet season."
Non-Habitat	Known best from the mountains near Guantanamo from November to February.
Non-Habitat	"it would seem to occur in two broods, one in February to April, the other in July to September. "
Non-Habitat	in the mountains of north western Dominican Republic in July
Non-Habitat	Late March-Mid June
Non-Habitat	Univoltine. June - mid August according to altitude.
Non-Habitat	Flight. Univoltine; late June - August.
Non-Habitat	Flight. May - August. Univoltine
Non-Habitat	Flight. Late May - early July. Univoltine.
Non-Habitat	Univoltine; May - June (to mid July at 1000-2000 m).
Non-Habitat	"Univoltine; late (mid) May - June at lower altitudes, June - July at mountains."
Non-Habitat	late may-mid October
Non-Habitat	"Univoltine, from early June to late August depending to locality and altitude."
Non-Habitat	Early June-Early August.
Non-Habitat	Late May or June to July or early August. Univoltine.
Non-Habitat	Mid May-Early September
Non-Habitat	Early September-Late October
Non-Habitat	"Univoltine, from mid May to late July; occasionally bivoltine in the south and in warm years. "
Non-Habitat	Late May-Mid September
Non-Habitat	"Univoltine, May - August; bivoltine in lowland."
Non-Habitat	Early June-Early August
Non-Habitat	Univoltine. Late May - mid July according to altitude and locality.
Non-Habitat	Late May-Mid October
Non-Habitat	Late May-Early September
Non-Habitat	Mid June-Early August
Non-Habitat	Late May-Early August
Non-Habitat	Several generations completed annually.
Non-Habitat	Several generations completed annually.
Non-Habitat	"1a[male], 1b [female] Furcy, Haiti. July"
Non-Habitat	"2a [male], 2b [female] Roche Croix, Haiti, 5000 ft. October."
Non-Habitat	"[female] La Selle Range, Haiti Sept. "
Non-Habitat	"7a [male] Velle de Polo, Dominican Republic, 2500 ft. August.7b [female] La Boulle, Haiti. July."
Non-Habitat	"[male] Mt Basil, Haiti, 4500 ft. September."
Non-Habitat	"[male] Kenscoff, Haiti, 4800 ft. March. "
Non-Habitat	"[male] S.E.Cordillera, Dominican Republic, 7000ft. August."
Non-Habitat	"[male] C. Cordillera, Dominican Republic. June."
Non-Habitat	"[male] Monteada Nueva, Dominican Republic. February. "
Non-Habitat	[male] Grand Cayman. April. 
Non-Habitat	"[male] Grand Turk Island. December, January. "
Non-Habitat	late May-Mid August
Non-Habitat	Early June-Mid July
Non-Habitat	Flies throughout the year
Non-Habitat	Late May-Early June
Non-Habitat	Late May-Early August
Non-Habitat	Mid July-Mid-August
Non-Habitat	Early July-Mid August
Non-Habitat	Mid May-Early August
Non-Habitat	Mid June-Early September
Non-Habitat	Early July-Early September
Non-Habitat	Univoltine. Late May - early August according to altitude and locality
Non-Habitat	Univoltine. Late May - mid July according to altitude and locality
Non-Habitat	"the status of decorata may be summarised as being rare generally, but occasional locally"
Non-Habitat	Toxopeus (1944a) pointed out that kirschi is a very rare species. 
Non-Habitat	"extremely local in its occurrence, being rare where it flies. "
Non-Habitat	generally and locally rare
Non-Habitat	"extremely local in its occurrence, being occasional where it flies. However, it is likely that the species will eventually be found to range more extensively throughout mainland PNG. "
Non-Habitat	"rare generally, but may be occasional locally"
Non-Habitat	"rare generally, but may be occasional to common locally"
Non-Habitat	"rare generally, but may be occasional locally"
Non-Habitat	"widespread throughout the mainland [PNG] where it is rare generally, but may be occasional locally"
Non-Habitat	"rare generally, but may be occasional locally"
Non-Habitat	generally and locally rare
Non-Habitat	generally and locally rare
Non-Habitat	"rare generally, but may be occasional locally"
Non-Habitat	"Due to their extremely moth-like and rather dull appearance they may be overlooked at such times and this may partly explain the paucity of records. However, Rothschild (1915b) suggested that the “extreme rarity� of specimens is probably due to their particularly specialised ant associated life histories. "
Non-Habitat	"Endangerment: Near threatened, protected in all of Finland."
Non-Habitat	Annual numbers fluctuate biennially due to the fact that the larvae need two years to develop. The species is most abundant in oddly-numbered years.
Non-Habitat	" In someareas of Norway it is in decline and in Sweden is most prevalentin the south. It was found in Denmark south of Viborg in declining numbers until 1955. Now it has disappeared from the islands and is found only in E.Jylland and farther north. It hasincreased enormously in numbers since 1965 and during thepast few years has reached Vendsyssel. It is found in great numbers in small, isolated oak brush in Himmerland. Crataegi hasalways been known for having especially abundant years, butthis recent increase is a genuine expansion and signifiesa particularly rapid and exceptional advance among Danishbutterflies.; it can be extremely abundant."
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	"All will come to lights, some in moderate numbers."
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	"rare generally, but may be occasional to common locally"
Non-Habitat	Adults of all Spalgis species appear to be rare and localised in their occurrence 
Non-Habitat	 fairly common where it occurs near Bombay in India
Non-Habitat	" rare generally, but may be occasional locally"
Non-Habitat	"rare generally, but may be occasional to common locally"
Non-Habitat	I have never seen it alive. Rare in Costa Rican collections.
Non-Habitat	"In Costa Rica these butterflies are rarely encountered, and all available reports indicatethat they are local and seasonal."
Non-Habitat	"in Chilamate the butterfly is found occasionally in local populations near streamsIn Trinidad, Barcant (1970) remarked that this butterfly is found in local populationsRare in Costa Rican collections."
Non-Habitat	"In Trinidad, Barcant (1970) indicated that this butterfly was found in local populationsRare in Costa Rican collections."
Non-Habitat	"seldom, if ever, common"
Non-Habitat	Common
Non-Habitat	not frequently encountered
Non-Habitat	Uncommon
Non-Habitat	Will visit lights in small numbers.
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	"All will come to lights, sometimes in moderate numbers."
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	will visit lights and sugar bait in small numbers.
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	"Of all PNG species,...H. polycletus are the most common."
Non-Habitat	"Of all PNG species, H. pythias...are the most common."
Non-Habitat	generally and locally rare
Non-Habitat	"rare generally, but may be occasional locally"
Non-Habitat	"species is rare generally, but D. Sands (pers. commm., 1983) noted that it can be very common at times in its localities"
Non-Habitat	generally and locally rare
Non-Habitat	" rare generally, but may be common locally"
Non-Habitat	generally and locally rare
Non-Habitat	"rare generally, but may be occasional locally"
Non-Habitat	" Like rapae. does not spread further than Dovre inNorway and Skeleftea in Sweden, yet has been found in Lulea,Sweden and during 1972 and 1976 migrated even farther north.South of these areas it is commonly found everywhere.; "
Non-Habitat	"The species is apparently generally and locally rare, but will probably eventually be found to be common locally. "
Non-Habitat	more common south of the Cordillera in rainforest 
Non-Habitat	" rare generally, but may be occasional locally"
Non-Habitat	generally and locally rare
Non-Habitat	"widespread throughout the mainland [PNG] where it is occasional generally, but may be common locally"
Non-Habitat	widespread throughout the eastern half of the mainland and is generally and locally rare
Non-Habitat	generally and locally rare
Non-Habitat	"At Kunai and Namie Creeks on Mount Kaindi geminatus is common to abundant, but the species is usually not quite as frequent as its sibling pythias."
Non-Habitat	"occasional generally, but may be common to abundant locally...the species is the most common of its genus in PNG"
Non-Habitat	the species is the most common of its genus in PNG
Non-Habitat	"occasional generally, but may be common to abundant locally...Besides H. pythias this is the most common species of its genus in PNG."
Non-Habitat	generally and locally rare
Non-Habitat	generally and locally rare
Non-Habitat	"rare generally, but may be occasional locally"
Non-Habitat	generally and locally rare
Non-Habitat	Common in North India and less common eastwards
Non-Habitat	Not common
Non-Habitat	Not rare
Non-Habitat	Not rare
Non-Habitat	Common
Non-Habitat	Not rare
Non-Habitat	Common 
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Rare
Non-Habitat	Uncommon
Non-Habitat	Rare
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Not rare
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Very common
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Reasonably common
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Very common
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	"Very common, but variable"
Non-Habitat	will visit lights in small numbers
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	will visit lights in small numbers
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	will visit lights in small numbers
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	will come to light in low numbers
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	The Philippine subspecies is by far rarer than hamata in the area
Non-Habitat	" rare generally, but may be occasional locally"
Non-Habitat	generally and locally rare
Non-Habitat	generally and locally rare
Non-Habitat	"widespread [in PNG], but is generally and locally rare"
Non-Habitat	"widespread, but is generally and locally rare"
Non-Habitat	"generally and locally rare, but may be occasional locally"
Non-Habitat	generally and locally rare
Non-Habitat	generally and locally rare
Non-Habitat	"It appears, therefore, that hemileuca is widespread and may eventually be found to occur throughout the Central Cordillera. However, the species is generally and locally rare"
Non-Habitat	generally and locally rare
Non-Habitat	generally and locally rare
Non-Habitat	"rare generally, but may be common locally"
Non-Habitat	"rare generally, but may be common locallly"
Non-Habitat	"rare generally, but may be common to abundant locally"
Non-Habitat	"widespread and generally rare, but may be occasional locally"
Non-Habitat	 generally and locally rare
Non-Habitat	generally and locally rare
Non-Habitat	generally and locally rare
Non-Habitat	" rare generally, but may be common locally, especially on Mount Kaindi"
Non-Habitat	"rare generally, but may be occasional locally"
Non-Habitat	"In PNG, azula is widespread throughout the mainland where it is rare generally, but may be locally occasional to common"
Non-Habitat	"rare generally, but may be occasional locally"
Non-Habitat	" In PNG, ziska is 1 of the more widespread and locally common species of its genus, although it is rare generally"
Non-Habitat	"widespread, but is generally and locally rare"
Non-Habitat	"rare generally, but may be occasional locallu"
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	" rare generally, but may be common locally"
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	generally and locally rare
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	attracted to lights in small numbers.
Non-Habitat	"rare generally, but may be occasional locally"
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	A regular immigrant to the north in fall. Common
Non-Habitat	"rare generally, but may be common locally"
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	generally and locally rare
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	will regularly come to light
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	All will come to light
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	will come to light in small to moderate numbers
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	they will come to light in small numbers
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	Uncommon
Non-Habitat	Common
Non-Habitat	Uncommon
Non-Habitat	 laid singly on upperside of host leaves
Non-Habitat	laid singly on the underside of hostleaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid in clusters on the underside of hostleaves
Non-Habitat	 laid in large clusters ofseveral hundred on the underside of host leaves; Turtlehead serves as the primary host on which females lay eggs.
Non-Habitat	 eggs laid singly on host leaves
Non-Habitat	laid in clusters on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid in small groups on new growth and tendrils of host; host is typically shaded or semi-shaded
Non-Habitat	 laid singly on the tips of host leaves
Non-Habitat	 laid singly on host leaves or buddingbranches
Non-Habitat	" Females seem toprefer isolated, rather straggling citrus trees in the shade on which to lay their eggs, and suchplants may become quite heavily infested. "
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly or in small clusters
Non-Habitat	 laid in clusters on host leaves or twigs
Non-Habitat	 eggs laid singly and somewhat haphazardly near host leaves
Non-Habitat	 laid singly on the underside of host leaves
Non-Habitat	 laid singly on upper surface of host leaves
Non-Habitat	 laid singly on leaves; prefers new growth
Non-Habitat	 laid in small clusters on new growthof the host
Non-Habitat	 laid singly on all parts of host
Non-Habitat	 laid singly on flowers or young leaves ofhost
Non-Habitat	currently undocumented
Non-Habitat	laid singly host flower buds
Non-Habitat	 laid singly host flower buds
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly at the base of host needles
Non-Habitat	 laid singly on host twigs or flower buds
Non-Habitat	 laid singly on host leaves
Non-Habitat	" laid singly on host twigs, low on the trunksof small host trees or occasionally on leaf litter belowthe host"
Non-Habitat	 laid singly on or near host leaves
Non-Habitat	laid singly on host twigs near buds;eggs overwinter
Non-Habitat	laid singly on twigs; eggs overwinter
Non-Habitat	 laid singly on host twigs; eggs overwinter
Non-Habitat	 laid singly on twigs of host
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on twigs; eggs overwinter
Non-Habitat	 laid singly on twigs; eggs overwinter
Non-Habitat	 laid singly on twigs of host
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on the underside of host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 currently undocumented
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on or near host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 currently undocumented
Non-Habitat	laid singly on stems or leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	" laid singly on flower buds, flowers orimmature fruit of host"
Non-Habitat	 laid singly on flower buds of host
Non-Habitat	laid singly on flowers or young leaves ofhost
Non-Habitat	laid singly on flower buds of host
Non-Habitat	 laid singly on flower buds of host
Non-Habitat	" laid singly young shoots, newleaves or flower buds of host"
Non-Habitat	 laid singly (although often several oneach plant) on flower buds of host
Non-Habitat	 laid singly on twigs or buds of host
Non-Habitat	laid singly on host leaves
Non-Habitat	Females lay their eggs on the food plant.
Non-Habitat	Pieridae lay their eggs singly. 
Non-Habitat	currently undocumented
Non-Habitat	laid singly on host leaves
Non-Habitat	laid singly on the leaves of host
Non-Habitat	 laid singly on hostleaves
Non-Habitat	 laid singly on the leaves ofhost
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on new growth of host
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on or near host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 currently undocumented
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly or in small groups on hostleaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	laid singly on the leaves of host
Non-Habitat	laid singly on or near host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid in short strings on host leaves
Non-Habitat	 laid singly on the underside of hostleaves
Non-Habitat	laid in axils of host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on or near host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly or in small clusters on leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid in large pyramidal clusters on theunderside of host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid in clusters on host
Non-Habitat	 laid singly on upperside of hostleaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on or near host leaves
Non-Habitat	 laid on host stems
Non-Habitat	 laid in clusters on the underside of hostleaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly host stems or leaves
Non-Habitat	laid singly among aphid colonies
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid in clusters on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves or stems
Non-Habitat	 currently undocumented
Non-Habitat	 laid in clusters on the underside of hostleaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid in clusters on the underside of hostleaves
Non-Habitat	 currently undocumented
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly and somewhat haphazardly near host
