Record ID	Book	Habitat	WGS_cont	WGS_contsub	WGS_province1	WGS_province2			
20714	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Open fields, moist woods, edge of Rio Grande."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20714	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Open fields, moist woods, edge of Rio Grande."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20715	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20715	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20715	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20715	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20716	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20716	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20716	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20716	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20717	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20717	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20717	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20717	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20718	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Edge of woods with dense undergrowth along Rio Grande.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20718	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Edge of woods with dense undergrowth along Rio Grande.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20718	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Edge of woods with dense undergrowth along Rio Grande.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20718	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Edge of woods with dense undergrowth along Rio Grande.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20719	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"City flower gardens, lakes formed from cut-off river oxbows, canals, fields."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20719	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"City flower gardens, lakes formed from cut-off river oxbows, canals, fields."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20719	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"City flower gardens, lakes formed from cut-off river oxbows, canals, fields."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20719	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"City flower gardens, lakes formed from cut-off river oxbows, canals, fields."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20720	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Desert grassland, pinyon-juniper woodland."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20720	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Desert grassland, pinyon-juniper woodland."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20720	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Desert grassland, pinyon-juniper woodland."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20720	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Desert grassland, pinyon-juniper woodland."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20721	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Parks, roadsides, hedgerows."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20721	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Parks, roadsides, hedgerows."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20721	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Parks, roadsides, hedgerows."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20721	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Parks, roadsides, hedgerows."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20722	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20722	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20722	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20722	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20723	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20723	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20723	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20723	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20724	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20724	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20724	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20724	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20725	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Trails and woods edges.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20725	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Trails and woods edges.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20725	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Trails and woods edges.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20725	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Trails and woods edges.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20726	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20726	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20726	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20726	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20727	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Wooded canals.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20727	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Wooded canals.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20727	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Wooded canals.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20727	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Wooded canals.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20728	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20728	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20728	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20728	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20729	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Valleys, desert canyons, and washes."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20729	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Valleys, desert canyons, and washes."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20729	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Valleys, desert canyons, and washes."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20729	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Valleys, desert canyons, and washes."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20730	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Small clearings in tropical woodlands; weedy areas in parks, wood edges."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20730	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Small clearings in tropical woodlands; weedy areas in parks, wood edges."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20730	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Small clearings in tropical woodlands; weedy areas in parks, wood edges."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20730	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Small clearings in tropical woodlands; weedy areas in parks, wood edges."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20731	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Vacant weedy lots, suburban gardens, open woods."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20731	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Vacant weedy lots, suburban gardens, open woods."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20731	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Vacant weedy lots, suburban gardens, open woods."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20731	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Vacant weedy lots, suburban gardens, open woods."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20732	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Small clearings in tropical forests; dry creek beds.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20732	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Small clearings in tropical forests; dry creek beds.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20732	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Small clearings in tropical forests; dry creek beds.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20732	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Small clearings in tropical forests; dry creek beds.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20733	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Open subtropical scrub.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20733	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Open subtropical scrub.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20733	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Open subtropical scrub.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20733	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Open subtropical scrub.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20734	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Tropical scrub; Lemon groves in s. Texas.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20734	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Tropical scrub; Lemon groves in s. Texas.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20734	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Tropical scrub; Lemon groves in s. Texas.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20734	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Tropical scrub; Lemon groves in s. Texas.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20735	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20735	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20735	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20735	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20736	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20736	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20736	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20736	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20737	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Open woods, parks, vicinity of rivers."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20737	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Open woods, parks, vicinity of rivers."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20737	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Open woods, parks, vicinity of rivers."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20737	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Open woods, parks, vicinity of rivers."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20738	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"HABITAT: Openings in tropical thorn forest andscrub; city gardens, wood edges."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20738	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"HABITAT: Openings in tropical thorn forest andscrub; city gardens, wood edges."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20738	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"HABITAT: Openings in tropical thorn forest andscrub; city gardens, wood edges."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20738	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"HABITAT: Openings in tropical thorn forest andscrub; city gardens, wood edges."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20739	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Woods and edges, wooded canals."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20739	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Woods and edges, wooded canals."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20739	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Woods and edges, wooded canals."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20739	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Woods and edges, wooded canals."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20740	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Openings in tropical forests, wood edges, city flower gardens."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20740	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Openings in tropical forests, wood edges, city flower gardens."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20740	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	"Openings in tropical forests, wood edges, city flower gardens."	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
